Religulous,Lionsgate,70,78,comedy,Documentary,502,6792,13.01,0.12,13.14,2.50,525.41%,3.41,,,http://www.the-numbers.com/movies/2008/RELIG.php,,$13011160,,,$2500000,$2.5
Righteous Kill,Overture,19,44,The Riddle,Crime,3152,5168,40.08,38.37,78.45,60.00,130.75%,16.3,,,http://boxofficemojo.com/movies/?id=righteouskill.htm,,$40081410,38379289,74,$60000000,$60
Role Models,Universal,77,75,Discovery,Comedy,2792,6865,66.69,25.09,91.77,28.00,327.76%,19.17,,,,,$66688000,,66.7,$28000000,$28
Saw V,Independent,13,63,Monster Force,Crime,3030,9822,56.75,57.12,113.86,10.80,1054.29%,30.1,,,,,$56746769,,103.6,$10800000,$10.8
Semi-Pro,Warner Bros.,21,41,underdog,Comedy,3121,4830,33.48,10.41,43.88,2.60,1687.87%,15.08,,,,,$33479698,,43.9,$2600000,$2.6
Seven Pounds,Sony,27,77,Sacrifice,Drama,2758,5385,60.04,98.21,158.25,55.00,287.72%,14.9,,,http://boxofficemojo.com/movies/?id=sevenpounds.htm,,$60038000,,61.4,$55000000,$55
Sex and the City,Warner Bros.,49,81,love,Comedy,3285,17363,152.65,262.61,415.25,57.50,722.18%,57.04,,,,,$152647258,,415.1,$57500000,$57.5
Sex Drive,Summit,46,61,Journey and Return,Adventure,2421,1490,8.40,10.35,18.75,19.00,98.70%,3.61,,,http://boxofficemojo.com/movies/?id=sexdrive.htm,,$8402485,,,$19000000,$19
Shutter,Fox,7,40,Monster Force,Horror,2753,3794,25.93,21.95,47.88,8.00,598.48%,10.5,,,http://boxofficemojo.com/movies/?id=shutter.htm,,$25928550,,47.8,,0
Slumdog Millionaire,Independent,94,90,Underdog,Crime,,,141.31,234.48,375.79,15.00,2505.27%,4.3,"Best Picture, Director, Adapted Screenplay","Best Film, Director, Adapted Screenplay",,,101890000,,198,$15000000,$15
Smart People,Independent,50,41,Transformation,Comedy,1106,3700,9.51,2.14,11.65,7.00,166.45%,4.09,,,http://www.the-numbers.com/movies/2008/SMPEP.php,,$9511289,,,$7000000,$7
Soul Men,The Weinstein Company,45,42,Comedy,Comedy,2044,2643,12.08,0.25,12.33,0.00,,5.4,,,http://www.boxofficemojo.com/movies/?id=soulmen.htm,,$12009235,,,,0
Space Chimps,Independent*,36,37,Transformation,Animation,2511,2860,30.11,34.73,64.83,37.00,175.23%,7.18,,,"* Co-production partnership with Digital Production Studios, a subsidiary of IDT Media.",,$30105968,,63.8,$37000000,$37
Speed Racer,Warner Bros.,38,61,Quest,Action,3606,5174,43.95,50.00,93.95,120.00,78.29%,18.6,,,,,$43945766,,93.4,$120000000,$120
Star Wars: The Clone Wars,Independent,19,46,sacrifice,Animation,3452,4233,35.16,33.12,68.28,8.50,803.32%,14.6,,,,,$35161554,,65.6,$8500000,$8.5
Step Brothers,Sony,54,68,Comedy,Comedy,3094,10000,100.47,27.64,128.11,65.00,197.09%,30.94,,,,,$100468793,,$128,$65000000,$65
Step Up 2: The Streets,Disney,26,81,underdog,Drama,2470,7655,58.02,92.80,150.82,17.50,861.80%,18.91,,,,,$58017783,,148.2,$17500000,$17.5
Stop-Loss,Paramount,65,27,Tragedy,Drama,1291,3528,10.92,0.26,11.18,25.00,44.70%,4.56,,,http://www.the-numbers.com/movies/2008/STOPL.php,,$10915744,,,$25000000,$25
Street Kings,Fox,37,62,The Riddle,Action,2467,5054,26.42,39.15,65.57,20.00,327.86%,12.5,,,,,$26418667,,$63.6,$20000000,$20
Superhero Movie,The Weinstein Company,15,36,Comedy,Comedy,2960,3212,25.87,45.35,71.22,65.00,109.57%,9.51,,,,,$25874034,,$71.1,$65000000,$65
Swing Vote,Disney,36,44,maturation,Comedy,2213,2815,16.29,1.34,17.63,20.00,88.17%,6.23,,,,,$16289867,,$33.4,$20000000,$20
The Bank Job,Independent,78,74,Quest,Thriller,1603,3702,30.06,34.76,64.82,20.00,324.11%,5.94,,,,,$30060660,,$63.8,$20000000,$20
The Boy in the Striped Pyjamas,Independent,63,84,Tragedy,Drama,,,8.70,31.37,40.07,12.50,320.60%,1.03,,,,,$8704790,,33,$12500000,$12.5
The Chronicles of Narnia: Prince Caspian,Disney,66,78,fish out of water,Action,3929,14007,141.62,278.04,419.67,200.00,209.83%,55.03,,,,,$141621490,,419.6,$200000000,$200
The Curious Case of Benjamin Button,Warner Bros.,73,81,love,Fantasy,2988,8987,79.01,206.42,285.43,160.00,178.39%,26.85,,,,,$79011000,,322,$160000000,$160
The Dark Knight,Warner Bros.,94,96,Revenge,Thriller,4366,36283,530.92,468.58,999.49,185.00,540.27%,158.4,Supporting Actor,Supporting Actor,,,$530917814,,996.9,$185000000,$185
The Day the Earth Stood Still ,Fox,19,34,Sacrifice,Thriller,3560,8562,74.30,153.73,228.03,100.00,228.03%,30.5,,,,,$74299000,,230,$100000000,$100
The Duchess,Paramount,60,68,Love,Drama,,,13.85,29.46,43.31,13.50,320.79%,3.3,,,,,$13848978,,34.3,$13500000,$13.5
The Express,Independent,62,73,Maturation,Biopic,2808,1625,9.79,0.01,9.80,37.50,26.13%,4.56,,,http://www.the-numbers.com/movies/2008/EXPRS.php,,$9643725,,,$37500000,$37.5
The Eye,Lionsgate,22,51,Sacrifice,Horror,2436,5101,31.42,25.55,56.96,12.00,474.70%,12.4,,,,,$31418697,,56.8,$12000000,$12
The Forbidden Kingdom,Relativity Media,64,65,journey & return,Action,3151,6791,52.08,75.90,127.98,55.00,232.69%,21.4,,,,,$52075270,,$128.8,$55000000,$55
The Happening,Fox,19,29,escape,Thriller,2986,10220,64.51,98.89,163.40,48.00,340.41%,30.52,,,http://boxofficemojo.com/movies/?id=happening.htm,,$64506874,,$163.4,$60000000,$48
The Haunting of Molly Hartley,Independent,3,22,sacrifice,Horror,2652,2045,13.56,1.33,14.89,5.00,297.80%,5.4,,,,,$13477895,,,$5000000,$5
The House Bunny,Sony,39,54,Discovery,Comedy,2714,5355,48.24,22.20,70.44,25.00,281.75%,14.53,,,http://boxofficemojo.com/movies/?id=housebunny.htm,,48237389,22205551,$70,$25000000,$25
The Incredible Hulk,Universal,67,75,Metamorphosis,Action,3505,15810,134.53,128.62,263.15,137.50,191.38%,55.14,,,,,$134533885,,262.5,$137500000,$137.5
The Longshots,Independent,39,39,Quest,Comedy,2089,1953,11.51,0.23,11.74,30.00,39.14%,4,,,,,$11511323,,,$30000000,$30
The Love Guru,Paramount,14,38,Comedy,Comedy,3012,4617,32.20,8.63,40.83,62.00,65.85%,13.91,,,,,$32200122,,$40.8,$62000000,$62
The Mummy: Tomb of the Dragon Emperor,Universal,14,40,Quest,Action,3760,10760,102.28,298.63,400.91,145.00,276.49%,40.5,,,http://boxofficemojo.com/movies/?id=mummy3.htm,,$102277510,,393.2,$175000000,$175
The Other Boleyn Girl,Independent,41,65,tragedy,Drama,1166,7035,26.81,50.90,77.71,40.00,194.28%,8.2,,,,,$26814957,,77.2,$40000000,$40
The Pirates Who Don't Do Anything,Universal,41,,Fish Out of Water,,,,12.73,0.17,12.90,15.00,85.98%,4.25,,,,,$12727025,,,$15000000,$15
The Ruins,Paramount,46,32,rescue,Horror,2812,2846,17.43,5.30,22.73,25.00,90.91%,8,,,,,$17432844,,$22.6,$25000000,$25
The Secret Life of Bees,Fox,56,78,Maturation,Drama,1591,6617,37.43,2.18,39.61,11.00,360.10%,10.53,,,,,$37434318,,$37.8,$11000000,$11
The Sisterhood of the Traveling Pants 2,Warner Bros.,65,67,Journey and Return,,2707,3945,44.09,0.26,44.35,27.00,164.26%,10.68,,,,,$44089964,,$44.2,$27000000,$27
The Spiderwick Chronicles,Paramount,79,67,fish out of water,Fantasy,3847,4940,71.20,91.64,162.84,92.50,176.04%,19,,,,,$71195053,,$162.8,$92500000,$92.5
The Spirit,Lionsgate,14,29,rivalry,Action,2509,2576,17.75,19.23,36.98,6.00,616.32%,6.5,,,,,$17754000,,$21.5,$6000000,$6
The Strangers,Relativity Media,44,48,Escape,Horror,2466,8515,52.60,29.79,82.39,9.00,915.45%,20.99,,,,,$52597610,,$77.6,$9000000,$9
The Tale of Despereaux,Universal,54,46,Rescue,Animation,3104,3255,50.87,37.84,88.71,55.00,161.29%,10.1,,,,,$43742000,,,$55000000,$55
The Visitor,Independent,92,83,Transformation,Drama,,,9.43,8.65,18.08,4.00,451.95%,0.09,,,http://www.the-numbers.com/movies/2008/VISTR.php,,$9427089,,,$4000000,$4
The Women,Warner Bros.,13,41,Transformation,Drama,2962,3415,26.90,23.11,50.01,16.00,312.54%,10.12,,,,,$26902075,,46.1,$16000000,$16
The X-Files: I Want to Believe,Fox,32,34,monster force,Thriller,3185,3147,20.98,47.39,68.37,35.00,195.34%,10.1,,,,,$20982478,,68.3,$35000000,$35
Traitor,Liberty Starz,55,66,Pursuit,Thriller,2054,3831,23.53,4.13,27.66,22.00,125.74%,7.9,,,,,$23530831,,25.3,$22000000,$22
Transporter 3,Independent,36,58,escape,Action,2626,4594,31.72,77.26,108.98,30.00,363.26%,12.06,,,,,$31715062,,60.9,$30000000,$30
Tropic Thunder,Paramount,83,69,fish out of water,Comedy,3319,7777,110.46,77.58,188.04,90.00,208.93%,25.81,,,,,$110461307,,188,$90000000,$90
Twilight,Summit,49,82,Love,Romance,3419,20368,176.82,199.85,376.66,37.00,1018.00%,69.64,,,,,$176815000,,246.5,$37000000,$37
Tyler Perry's Meet the Browns,Independent,31,36,Discovery,Drama,2006,10011,41.98,0.00,41.98,20.00,209.88%,20.08,,,http://boxofficemojo.com/movies/?id=meetthebrowns.htm,,$41975388,,,$20000000,$20
Tyler Perry's The Family That Preys,Independent,51,36,Discovery,Drama,2070,8397,37.11,0.00,37.11,10.00,371.05%,17.38,,,http://boxofficemojo.com/movies/?id=familythatpreys.htm,,$37105289,,,$10000000,$10
Under the Same Moon,Weinstein Co.,72,37,Quest,,266,10412,12.59,10.72,23.31,1.70,1371.19%,2.8,,,http://boxofficemojo.com/movies/?id=underthesamemoon.htm,,$12590147,,23,1700000,1.7
Untraceable,Independent,14,56,riddle,Thriller,2368,4795,28.69,23.97,52.66,35.00,150.45%,11.4,,,,,$28687835,,$52.5,$35000000,$35
Valkyrie,MGM,58,66,Sacrifice,Thriller,2711,7756,83.08,117.20,200.28,75.00,267.03%,21.03,,,http://boxofficemojo.com/movies/?id=valkyrie.htm,,"$83,077,833         ",,184,$75000000,$75
Vantage Point,Sony,35,61,The Riddle,,3149,7264,72.27,78.89,151.16,40.00,377.89%,22.87,,,http://boxofficemojo.com/movies/?id=vantagepoint.htm,,$72266306,,$151.2,$40000000,$40
Vicky Cristina Barcelona,The Weinstein Company,82,73,temptation,Romance,692,5427,22.84,73.19,96.03,16.00,600.16%,3.76,,,http://boxofficemojo.com/movies/?id=vickycristinabarcelona.htm,,$22835000,,$77.2,$16000000,$16
W.,Lionsgate,60,42,rivalry,Drama,2030,5175,25.53,3.97,29.50,25.10,117.55%,10.5,,,http://boxofficemojo.com/movies/?id=w.htm,,$25534493,,$29,$25100000,$25.1
WALL-E,Disney,96,89,love,Animation,3992,15803,223.78,297.50,521.28,180.00,289.60%,63.09,Animated,Animated,http://boxofficemojo.com/movies/?id=wall-e.htm,,$223783432,,$507.3,$180000000,$180
Wanted,Universal,73,72,Transformation,Action,3175,16040,134.33,206.92,341.25,75.00,455.00%,50.93,,,http://boxofficemojo.com/movies/?id=wanted.htm,,$134327125,,$342.1,$75000000,$75
"Welcome Home, Roscoe Jenkins",Universal,24,64,discovery,Comedy,2387,6790,42.19,1.21,43.40,35.00,124.01%,16.21,,,http://boxofficemojo.com/movies/?id=roscoejenkins.htm,,$42193500,,$43.4,$27500000,$27.5
What Happens in Vegas,Fox,28,72,Love,Comedy,3215,6274,80.28,139.09,219.37,35.00,626.76%,20.17,,,http://boxofficemojo.com/movies/?id=whathappensinvegas.htm,,$80277646,,$219.3,$150000000,$150
Yes Man,Warner Bros.,43,72,Transformation,Comedy,3434,5318,97.69,125.55,223.24,70.00,318.91%,18.26,,,http://boxofficemojo.com/movies/?id=yesman.htm,,$79413000,,$113.4,$50000000,$50
You Don't Mess with the Zohan,Sony,36,50,fish out of water,Comedy,3462,11130,100.02,99.91,199.93,80.00,249.91%,38.53,,,http://boxofficemojo.com/movies/?id=youdontmesswiththezohan.htm,,$100018837,,$201.8,$80000000,$80
Zack and Miri Make a Porno,The Weinstein Company,64,70,Love,Romance,3735,3680,31.30,10.64,41.94,24.00,174.75%,10.07,,,http://boxofficemojo.com/movies/?id=zackandmirimakeaporno.htm,,$31301000,,36.6,$24000000,$24
Average,,47,58,,,"2,597.38","8,352.53",74.05,92.43,166.42,54.09,307.64%,21.74,,,
9,Focus,57,58,Sacrifice,Animation,1661,10398,31.74,16.67,48.41,30,161.37%,10.7,,,http://www.the-numbers.com/movies/records/allbudgets.php
2012,Sony,39,63,Escape,Action,3404,19165,165.6,602.40,768.00,200,384.00%,65.3,,,http://boxofficemojo.com/movies/?id=2012.htm
(500) Days of Summer ,Fox,87,81,Love,Comedy,817,4577,32.39,28.33,60.72,7.5,809.60%,3.8,,,http://boxofficemojo.com/movies/?id=500daysofsummer.htm
12 Rounds ,Fox,30,52,Rescue,Action,2331,2286,12.23,5.94,18.17,20,90.85%,5.3,,,http://www.the-numbers.com/movies/2009/12RDS.php
17 Again ,Independent,55,70,Maturation,Comedy,3255,7288,64.2,72.10,136.30,20,681.50%,23.7,,,http://www.darkhorizons.com/films/134/17-Again
A Christmas Carol,Disney,52,72,Transformation,Animation,3683,8159,137.9,187.43,325.33,200,162.67%,30.1,,,http://boxofficemojo.com/movies/?id=christmascarol09.htm
A Perfect Getaway ,Universal,61,50,Escape,Mystery,2159,2755,15.5,7.33,22.83,14,163.07%,5.9,,,http://boxofficemojo.com/movies/?id=perfectgetaway.htm
A Serious Man ,Universal,89,64,Love,Drama,6,41890,9.2,21.48,30.68,7,438.29%,0.25,,,http://www.the-numbers.com/movies/2009/ASERM.php
Adventureland ,Miramax,89,56,Maturation,Comedy,1862,3073,16.04,1.10,17.14,9.8,174.90%,5.7,,,http://www.the-numbers.com/movies/2009/ADVNL.php
Aliens in the Attic ,Fox,30,46,Monster Force,Adventure,3106,2578,25.2,32.68,57.88,45,128.62%,8,,,http://boxofficemojo.com/movies/?id=aliensintheattic.htm
All About Steve ,Fox,6,35,Comedy,Comedy,2251,4994,33.86,6.26,40.12,15,267.47%,11.2,,,http://www.the-numbers.com/movies/2009/ABSTV.php
Alvin and the Chipmunks: The Squeakquel ,Independent,21,59,Comedy,Animation,3700,13210,219.5,221.30,440.70,75,587.60%,48.8,,,http://boxofficemojo.com/movies/?id=alvinandthechipmunksii.htm
Avatar ,Fox,83,92,Metamorphosis,Action,3452,22313,760.5,"2,023.00","2,783.50",237,1174.47%,77,,,http://www.the-numbers.com/movies/2009/AVATR.php
Amelia ,Independent,21,35,Quest,Adventure,820,4761,14.2,5.00,19.20,40,48.00%,3.9,,,http://www.the-numbers.com/movies/records/allbudgets.php
An Education,Sony Classics,94,78,Maturation,Drama,761,1003,12.57,13.52,26.09,7.5,347.87%,0.76,,,
Angels & Demons ,Sony,36,65,The Riddle,Mystery,3527,13100,133.4,352.60,485.90,150,323.93%,46.2,,,http://boxofficemojo.com/movies/?id=angelsanddemons.htm
Armored ,Sony,40,34,Temptation,Action,1915,3400,16,0.00,16.00,20,80.00%,6.5,,,http://boxofficemojo.com/movies/?id=armored.htm
Astro Boy ,Summit,49,53,Quest,Animation,3014,2224,19.55,24.54,44.09,65,67.83%,6.7,,,http://www.the-numbers.com/movies/2009/ASBOY.php
Away We Go ,Focus,67,74,Discovery,Comedy,4,32603,9.45,5.44,14.89,21,70.90%,0.13,,,http://www.the-numbers.com/movies/records/allbudgets.php
Bandslam ,Summit,79,60,Maturation,Comedy,2121,1052,5.2,6.90,12.10,20,61.00%,2.2,,,http://en.wikipedia.org/wiki/Bandslam
Bride Wars ,Fox,11,56,Comedy,Comedy,3226,6528,58.75,56.43,115.15,30,383.83%,21.1,,,http://www.the-numbers.com/movies/records/allbudgets.php
Brothers ,Lionsgate,61,62,Transformation,Drama,2088,4563,28.5,14.77,43.27,26,166.42%,9.5,,,http://boxofficemojo.com/movies/?id=brothers09.htm
Bruno ,Universal,68,48,Comedy,Comedy,2756,11110,60.1,70.70,130.80,42,311.43%,30.6,,,http://www.the-numbers.com/movies/2009/BRUNO.php
Cirque du Freak: The Vampire's Assistant ,Universal,38,50,Discovery,Action,2754,2285,14.04,20.32,34.36,40,85.90%,6.3,,,http://www.the-numbers.com/movies/2009/VAMPA.php
Cloudy with a Chance of Meatballs ,Sony,86,70,Comedy,Animation,3119,9716,124.9,118.13,243.03,100,243.03%,30.3,,,http://boxofficemojo.com/movies/?id=cloudywithachanceofmeatballs.htm
Confessions of a Shopaholic ,Disney,24,53,Comedy,Comedy,2507,6010,44.27,64.05,108.30,70,155.00%,15,,,http://www.the-numbers.com/movies/2009/SHOPA.php
Coraline ,Universal,89,77,Journey and Return,Animation,2299,7329,75.28,49.30,124.58,60,207.63%,16.8,,,http://boxofficemojo.com/movies/?id=coraline.htm
Couples Retreat ,Universal,12,47,Comedy,Comedy,3000,11429,109.2,62.63,171.83,60,286.38%,34.3,,,http://boxofficemojo.com/movies/?id=couplesretreat.htm
Crank: High Voltage ,Lionsgate,62,54,"Pursuit
",Action,2223,3133,13.7,20.80,34.50,12.9,267.44%,7,,,http://www.boxofficemojo.com/movies/?id=crank2.htm
Dance Flick ,Paramount,17,35,Comedy,Action,2450,4344,25.66,5.77,31.43,25,125.72%,10.6,,,http://boxofficemojo.com/movies/?id=danceflick.htm
Did You Hear About the Morgans? ,Sony,12,31,Comedy,Comedy,2718,2434,29.58,55.70,85.28,58,147.03%,6.6,,,http://boxofficemojo.com/movies/?id=grantparker09.htm
District 9 ,Independent,91,81,Metamorphosis,Action,3049,12251,115.6,95.17,210.77,30,702.57%,37.4,,,http://www.the-numbers.com/movies/records/allbudgets.php
Drag Me to Hell ,Universal,92,61,Monster Force,Horror,2508,6310,42.1,48.70,90.80,30,302.67%,15.8,,,http://www.the-numbers.com/movies/records/allbudgets.php
Dragonball Evolution ,Fox,15,28,Quest,Action,2181,2181,9.36,48.87,58.23,30,194.10%,4.8,,,http://www.the-numbers.com/movies/2009/DRGNB.php
Duplicity ,Universal,64,38,Rivalry,Romance,2574,5425,40.57,37.57,78.14,60,130.23%,14,,,http://boxofficemojo.com/movies/?id=duplicity.htm
Everybody's Fine ,Miramax,46,55,Discovery,Drama,2133,1806,9.2,7.20,16.40,21,78.10%,3.9,,,http://boxofficemojo.com/movies/?id=everybodysfine09.htm
Extract ,Miramax,62,37,Comedy,Comedy,1611,2694,10.8,0.03,10.83,7.5,144.33%,4.3,,,http://www.the-numbers.com/movies/2009/EXTRC.php
Fame,MGM,25,43,Maturation,Comedy,3096,3234,22.5,55.50,78.00,18,433.33%,10,,,http://www.the-numbers.com/movies/records/allbudgets.php
Fantastic Mr. Fox ,Fox,93,80,Rivalry,Animation,2033,3426,21,25.46,46.46,40,116.15%,7,,,http://boxofficemojo.com/movies/?id=fantasticmrfox.htm
Fast and Furious ,Universal,28,76,Revenge,Action,3461,20500,155.1,208.00,363.10,85,427.18%,70.9,,,http://boxofficemojo.com/movies/?id=fastandthefurious4.htm
Fired Up! ,Independent,22,52,Comedy,Comedy,1810,3030,17.2,1.40,18.60,20,93.00%,5.5,,,http://boxofficemojo.com/movies/?id=firedup.htm
Friday the 13th,Paramount,25,52,Monster Force,Horror,3105,13066,65,26.40,91.40,19,481.05%,40.6,,,http://www.the-numbers.com/movies/records/allbudgets.php
Funny People ,Universal,68,58,Transformation,Comedy,3007,7535,51.85,19.73,71.58,75,95.44%,22.7,,,http://boxofficemojo.com/movies/?id=funnypeople.htm
G-Force ,Disney,22,50,Comedy,Action,3697,8576,119.4,173.38,285.10,150,190.07%,31.7,,,http://boxofficemojo.com/movies/?id=g-force.htm
G.I. Joe: The Rise of Cobra ,Paramount,33,62,Pursuit,Action,4007,13654,150.2,152.26,302.10,175,172.63%,54.7,,,http://www.the-numbers.com/movies/records/allbudgets.php
Gamer ,Lionsgate,29,43,Revenge,Action,2502,3659,20.53,20.29,40.82,12.5,326.56%,9.15,,,http://www.the-numbers.com/movies/2009/CGAME.php
Ghosts of Girlfriends Past ,Warner Bros.,27,47,Love,Comedy,3175,4854,55.25,46.97,102.22,50,204.44%,15.4,,,http://boxofficemojo.com/movies/?id=ghostsofgirlfriendspast.htm
Halloween II,Independent,20,45,Escape,Horror,3025,5405,33.39,6.02,39.41,15,262.73%,16.3,,,http://boxofficemojo.com/movies/?id=halloween209.htm
Hannah Montana: The Movie ,Disney,44,66,Maturation,Comedy,3118,10367,79.58,70.52,150.10,35,428.86%,32.3,,,http://www.the-numbers.com/movies/2009/HANNA.php
Harry Potter and the Half-Blood Prince ,Warner Bros.,83,75,Quest,Adventure,4325,17997,302,632.00,934.00,250,373.60%,77.8,,,http://www.the-numbers.com/movies/2009/HPOT6.php
He's Just Not That Into You ,Warner Bros.,42,60,Love,Comedy,3175,8751,93.95,84.89,178.84,25,715.36%,27.8,,,http://boxofficemojo.com/movies/?id=hesjustnotthatintoyou.htm
Hotel for Dogs ,Paramount,46,57,Comedy,Comedy,3271,5201,73,45.20,118.20,35,337.71%,17,,,http://www.the-numbers.com/movies/2009/HTLDG.php
I Love You Beth Cooper ,Fox,14,38,Comedy,Comedy,1856,2648,14.8,1.58,16.38,18,91.00%,4.9,,,http://www.the-numbers.com/movies/2009/ILUBC.php
"I Love You, Man ",Paramount,83,72,Comedy,Comedy,2711,6570,71.4,20.00,91.40,40,228.50%,17.8,,,http://www.the-numbers.com/movies/2009/ILVUM.php
Ice Age: Dawn of the Dinosaurs ,Fox,45,72,Quest,Animation,4099,10171,196.57,690.11,886.68,90,985.20%,41.7,,,http://boxofficemojo.com/movies/?id=iceage3.htm
Imagine That ,Paramount,38,44,Comedy,Comedy,3008,1830,16.12,6.86,22.99,55,41.80%,5.5,,,http://boxofficemojo.com/movies/?id=imaginethat.htm
Inglourious Basterds ,Universal,88,87,Underdog,Adventure,3135,12024,120.5,200.91,321.41,70,459.16%,38,Supporting Actor,Supporting Actor,http://www.the-numbers.com/movies/records/allbudgets.php
Inkheart ,Warner Bros.,39,51,Quest,Adventure,2655,2862,17.3,45.14,62.44,60,104.07%,7.6,,,http://boxofficemojo.com/movies/?id=inkheart.htm
Invictus,Warner Bros.,75,74,Underdog,Biography,2125,4052,37.49,84.74,122.23,60,203.72%,8.6,,,http://boxofficemojo.com/movies/?id=eastwood09.htm
It's Complicated ,Universal,56,63,Love,Comedy,2887,7655,112.73,111.87,224.60,85,264.24%,22.1,,,http://www.the-numbers.com/movies/2009/CMPLC.php
Jennifer's Body ,Fox,42,37,Monster Force,Comedy,2702,2542,16.2,15.35,31.55,16,197.19%,6.9,,,http://boxofficemojo.com/movies/?id=jennifersbody.htm
Julie & Julia ,Sony,74,69,Underdog,Biography,2354,8508,94.12,32.52,126.64,40,316.60%,20,,,http://www.the-numbers.com/movies/2009/JULIE.php
Knowing ,Summit,33,50,Escape,Drama,3332,7384,79.95,103.63,183.58,50,367.16%,24.6,,,http://www.the-numbers.com/movies/records/allbudgets.php
Land of the Lost ,Universal,26,38,Journey and Return,Drama,3521,5350,49.43,20.11,69.54,100,69.54%,18.8,,,http://www.the-numbers.com/movies/2009/LANDL.php
Law Abiding Citizen ,Independent,25,77,Revenge,Crime,2890,7280,73.4,53.08,126.48,53,238.64%,21,,,http://www.the-numbers.com/movies/2009/LACTZ.php
Love Happens ,Universal,18,40,Love,Drama,1898,4245,22.96,13.12,36.08,18,200.44%,8.05,,,http://www.the-numbers.com/movies/records/allbudgets.php
Michael Jackson's This Is It ,Sony,81,82,Tragedy,Documentary,3481,6675,72.1,180.00,252.10,60,420.17%,23.3,,,http://www.the-numbers.com/movies/2009/JACKO.php
Monsters Vs. Aliens ,Paramount,72,65,Monster Force,Animation,4104,14454,198.4,183.20,381.50,175,218.00%,59.3,,,http://boxofficemojo.com/movies/?id=monstersvsaliens.htm
My Bloody Valentine 3-D ,Lionsgate,57,48,Pursuit,Crime,2534,8383,51.54,51.20,102.74,14,733.86%,21.2,,,http://www.the-numbers.com/movies/2009/MBVAL.php
My Life in Ruins ,Independent,9,43,Comedy,Comedy,1164,2769,8.67,9.34,18.01,17,106.00%,3.2,,,http://www.the-numbers.com/movies/2009/MLFRU.php
My Sister's Keeper ,Warner Bros.,47,73,Escape,Drama,2606,4774,49.2,39.85,89.05,27.5,323.82%,12.4,,,http://www.the-numbers.com/movies/2009/MYSKP.php
Next Day Air ,Summit,21,27,Comedy,Action,1138,3613,10,0.00,10.00,3,333.33%,4.1,,,http://boxofficemojo.com/movies/?id=nextdayair.htm
Night at the Museum: Battle of the Smithsonian ,Fox,43,60,Quest,Action,4096,13226,177.2,235.80,413.00,150,275.33%,54.2,,,http://www.the-numbers.com/movies/records/allbudgets.php
Nine ,Weinstein Co.,37,40,Discovery,Drama,1412,3862,19.67,34.32,53.99,80,67.49%,5.45,,,http://boxofficemojo.com/movies/?id=nine.htm
Ninja Assassin ,Warner Bros.,25,57,Revenge,Action,2503,5320,38.12,23.47,61.59,50,123.18%,13.3,,,http://boxofficemojo.com/movies/?id=ninjaassassin.htm
Not Easily Broken ,Independent,34,66,Love,Drama,724,7340,10.6,0.14,10.70,5,214.00%,5.3,,,http://www.the-numbers.com/movies/records/allbudgets.php
Notorious,Fox,50,66,Tragedy ,Biography,1638,12514,36.84,7.52,44.36,20,221.80%,20.5,,,http://boxofficemojo.com/movies/?id=notorious08.htm
Observe and Report ,Warner Bros.,51,40,Comedy,Comedy,2727,4040,24,2.96,26.96,18,149.78%,11,,,http://boxofficemojo.com/movies/?id=observeandreport.htm
Obsessed ,Sony,20,50,Rivalry,Drama,2514,11318,68.26,5.56,73.82,20,369.10%,28.6,,,http://boxofficemojo.com/movies/?id=obsessed.htm
Old Dogs ,Buena Vista,5,49,Comedy,Comedy,3425,4933,49.49,47.26,96.75,35,276.43%,16.9,,,http://boxofficemojo.com/movies/?id=olddogs.htm
Orphan ,Warner Bros.,55,65,Escape,Horror,2750,4681,41.59,36.74,78.33,30,261.10%,12.8,,,http://www.the-numbers.com/interactive/newsStory.php?newsID=4328
Pandorum ,Independent,28,49,Monster Force,Action,2506,1765,10.3,6.70,17.00,40,42.50%,4.4,,,http://www.the-numbers.com/movies/2009/PNDRM.php
Paranormal Activity ,Independent,82,56,Monster Force,Horror,760,25813,107.92,88.76,196.68,0.015,1311200.00%,19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php
Paul Blart: Mall Cop ,Sony,33,50,Comedy,Action,3144,10125,146.33,36.95,183.28,26,704.92%,31.8,,,http://boxofficemojo.com/movies/?id=mallcop.htm
"Pirate Radio (The Boat that Rocked, UK)",Focus,60,72,Comedy,Comedy,882,3293,8.01,28.33,36.34,50,72.68%,2.9,,,http://boxofficemojo.com/movies/?id=boatthatrocked.htm
Planet 51 ,Independent,22,45,Comedy,Animation,3035,4048,42.19,63.45,105.64,70,150.91%,12.3,,,http://boxofficemojo.com/movies/?id=planet51.htm
Post Grad ,Fox,7,31,Maturation,Comedy,1959,1354,6.38,0.00,6.38,15,42.53%,2.6,,,http://www.the-numbers.com/movies/2009/POSTG.php
Public Enemies ,Universal,67,65,Underdog,Biography,3334,7580,97.1,117.00,214.10,100,214.10%,25.2,,,http://boxofficemojo.com/movies/?id=publicenemies.htm
Push ,Summit,22,47,Quest,Action,2313,4358,31.81,17.04,48.85,38,128.55%,10.1,,,http://boxofficemojo.com/movies/?id=push09.htm
Race to Witch Mountain ,Buena Vista,42,50,Quest,Action,3187,7651,67.17,39.21,106.38,50,212.76%,24.4,,,http://boxofficemojo.com/movies/?id=racetowitchmountain.htm
