Bad Teacher,Independent,44,38,Comedy,Comedy,3049,10365,100.29,115.9,216.2,20,1080.98%,31.6,,,http://boxofficemojo.com/movies/?id=badteacher.htm
Battle: Los Angeles,Relativity Media,35,50,Monster Force,Action,3417,10411,83.55,128.27,211.82,70,302.60%,35.57,,,http://boxofficemojo.com/movies/?id=battlelosangeles.htm
Beastly,CBS Films,19,50,Metamorphosis,Romance,1952,5047,27.87,0.97,28.83,17,169.61%,9.85,,,http://boxofficemojo.com/movies/?id=beastly.htm
Beginners,Independent,84,80,Love,Comedy,5,28268,5.79,8.52,14.31,3.2,447.19%,0.14,supporting actor,,http://boxofficemojo.com/movies/?id=beginners.htm
Bridesmaids,Relativity Media,90,77,Rivalry,Comedy,2918,8995,169.11,119.28,288.38,32.5,887.33%,26.25,,,http://boxofficemojo.com/movies/?id=wiigapatow.htm
Captain America: The First Avenger,Disney,78,75,Metamorphosis,Action,3715,17512,176.65,191.75,368.4,140,263.15%,65.06,,,http://boxofficemojo.com/movies/?id=captainamerica.htm
Cars 2,Pixar,38,56,Fish Out Of Water,Animation,4115,16072,191.45,360.4,551.85,200,275.93%,66.14,,,http://boxofficemojo.com/movies/?id=cars2.htm
Cedar Rapids,20th Century Fox,86,61,Maturation,Comedy,15,20198,6.86,,6.86,10,68.61%,0.3,,,http://qctimes.com/news/local/article_b7491eb8-3d68-11e0-b394-001cc4c03286.html
Colombiana,Sony,28,55,Revenge,Action,2614,3982,36.67,24.3,60.97,40,152.41%,10.41,,,http://boxofficemojo.com/movies/?id=colombiana.htm
Conan the Barbarian,Lionsgate,22,34,Quest,Action,3015,3324,21.3,27.5,48.8,90,54.22%,10.02,,,http://boxofficemojo.com/movies/?id=conan3d.htm
Contagion,Warner Bros,84,63,The Riddle,Thriller,3222,6935,75.66,59.8,135.46,60,225.76%,22.4,,,http://boxofficemojo.com/movies/?id=contagion.htm
Cowboys and Aliens,Universal,44,50,Monster Force,Action,3750,9715,100.24,74.58,174.82,163,107.25%,36.43,,,http://boxofficemojo.com/movies/?id=cowboysandaliens.htm
"Crazy, Stupid, Love",Warner Bros,78,81,Discovery,Romance,3020,6326,84.34,58.5,142.84,50,285.68%,19.1,,,http://boxofficemojo.com/movies/?id=crazystupidlove.htm
Diary of a Wimpy Kid 2: Rodrick Rules,20th Century Fox,47,63,Comedy,Comedy,3167,7500,52.7,19.72,72.42,21,344.84%,23.75,,,http://boxofficemojo.com/movies/?id=diaryofawimpykid2.htm
Dolphin Tale,Independent,84,81,Quest,Drama,3507,5461,71.08,16.86,87.95,37,237.69%,19.15,,,http://boxofficemojo.com/movies/?id=dolphintale.htm
Don't Be Afraid Of The Dark,Miramax Films,59,37,Monster Force,Horror,2760,3089,24.05,7.5,31.55,25,126.18%,8.53,,,http://boxofficemojo.com/movies/?id=dontbeafraidofthedark.htm
Dream House,Morgan Creek Productions,7,38,The Riddle,Horror,2661,3055,21.3,17.2,38.5,50,77.00%,8.13,,,http://boxofficemojo.com/movies/?id=dreamhouse.htm
Drive,Independent,93,79,Rivalry,Thriller,2886,3929,34.68,32.33,67.01,15,446.71%,11.34,,,http://boxofficemojo.com/movies/?id=drive2011.htm
Drive Angry,Independent,45,38,Rescue,Action,2290,2265,10.72,18.21,28.93,45,64.29%,5.19,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/02/movie-projector-hall-pass-farrelly-brothers-drive-angry-nicolas-cage.html
Dylan Dog: Dead of Night,Independent,6,28,Monster Force,Horror,,,1.19,3.45,4.63,20,23.17%,0.75,,,http://boxofficemojo.com/movies/?id=dylandog.htm
Everything Must Go,Reliance Entertainment,74,53,Discovery,Drama,218,3652,2.71,,2.71,5,54.22%,0.79,,,http://boxofficemojo.com/movies/?id=everythingmustgo.htm
Extremely Loud and Incredibly Close,Warner Bros.,47,62,,Drama,2630,3820,31.59,14.4,45.99,40,114.98%,10.04,,,http://boxofficemojo.com/movies/?id=extremelyloud.htm
Fast Five,Universal,78,83,Escape,Action,3644,23655,209.83,416.3,626.13,125,500.90%,86.19,,,
Final Destination 5,New Line Cinema,61,56,Monster Force,Horror,3155,5715,42.59,115.3,157.89,40,394.72%,18.03,,,http://boxofficemojo.com/movies/?id=finaldestination5.htm
Footloose,Spyglass Entertainment,71,71,Transformation,Drama,3549,4383,51.16,10.9,62.05,24,258.55%,15.56,,,http://boxofficemojo.com/movies/?id=footloose2010.htm
Friends With Benefits,Warner Bros,71,68,Temptation,Romance,2926,6364,55.8,93.74,149.54,35,427.26%,18.62,,,http://boxofficemojo.com/movies/?id=friendswithbenefits10.htm
Fright Night,DreamWorks,75,68,Rivalry,Horror,3114,2477,18.3,18.8,37.1,30,123.67%,7.71,,,http://boxofficemojo.com/movies/?id=frightnight2011.htm
Gnomeo and Juliet,Disney,56,52,Love,Animation,2994,8469,99.97,94,193.97,36,538.80%,25.36,,,http://www.imdb.com/title/tt0377981/
Green Lantern,Warner Bros,27,48,Metamorphosis,Action,3816,13935,116.6,103.25,219.85,200,109.93%,53.17,,,http://boxofficemojo.com/movies/?id=greenlantern.htm
Hall Pass,Warner Bros,35,44,Temptation,Comedy,2950,4588,45.06,38.1,83.16,36,231.00%,13.54,,,http://boxofficemojo.com/movies/?id=hallpass.htm
Hanna,Universal,71,67,Quest,Action,2535,4880,40.26,23.52,63.78,30,212.60%,12.37,,,http://boxofficemojo.com/movies/?id=hanna.htm
Happy Feet 2,Village Roadshow Pictures,41,59,Journey and Return,Animation,3606,5889,57.31,49.2,106.51,135,78.89%,21.24,,,http://boxofficemojo.com/movies/?id=happyfeet2.htm
Harry Potter and the Deathly Hallows Part 2,Warner Bros,96,92,Rivalry,Fantasy,4375,38672,381.01,947.1,"1,328.11",125,1062.49%,169.19,,,http://boxofficemojo.com/movies/?id=harrypotter72.htm
Hesher,Independent,54,68,Wretched Excess,Drama,,,0.38,??,0.38,7,5.46%,0.13,,,http://boxofficemojo.com/movies/?id=hesher.htm
Hop,Relativity Media,26,50,Fish Out Of Water,Animation,3579,10490,108.09,75.87,183.95,63,291.99%,37.54,,,http://boxofficemojo.com/movies/?id=ihop.htm
Horrible Bosses,Warner Bros,69,72,Revenge,Comedy,3040,9310,117.54,92.1,209.64,35,598.97%,28.3,,,http://boxofficemojo.com/movies/?id=horriblebosses.htm
Hugo,Paramount,93,84,,Adventure,1277,8899,62.08,34.6,96.68,150,64.45%,11.36,,,
I Am Number Four,Paramount,32,57,Maturation,Thriller,3154,6167,55.1,89.4,144.5,60,240.83%,19.45,,,http://boxofficemojo.com/movies/?id=iamnumberfour.htm
Immortals,Relativity Media,36,59,Revenge,Action,3112,10349,80.49,102,182.49,75,243.31%,32.21,,,http://boxofficemojo.com/movies/?id=warofgods.htm
In Time,Regency Enterprises,38,55,The Riddle,Thriller,3122,3860,36.49,90.9,127.39,40,318.48%,12.05,,,http://boxofficemojo.com/movies/?id=now.htm
Insidious,Sony,67,65,Monster Force,Horror,2408,5511,54.01,43,97.01,1.5,6467.27%,13.27,,,http://boxofficemojo.com/movies/?id=insidious.htm
J.Edgar,Warner Bros,42,84,Wretched Excess,Drama,1910,5873,37.39,35.8,73.19,35,209.11%,11.22,,,http://boxofficemojo.com/movies/?id=jedgar.htm
Jack and Jill,Happy Madison,4,59,Comedy,Comedy,3438,7273,73.83,51.1,124.93,79,158.14%,25,,,http://boxofficemojo.com/movies/?id=jackandjill.htm
Jane Eyre,Universal,85,77,Love,Romance,,,11.24,18.91,30.15,,,0.18,,,
Johnny English Reborn,Relativity Media,38,55,Comedy,Comedy,1552,2470,8.31,149.63,157.94,45,350.98%,3.83,,,http://boxofficemojo.com/movies/?id=johnnyenglish2.htm
Just Go With It,Happy Madison,19,63,Comedy,Romance,3548,8601,103.03,111.92,214.95,80,268.68%,30.51,,,http://boxofficemojo.com/movies/?id=thepretendwife.htm
Killer Elite,Independent,25,48,Rivalry,Action,2986,3132,25.12,27.84,52.96,70,75.66%,9.35,,,http://boxofficemojo.com/movies/?id=killerelite.htm
Kung Fu Panda 2,DreamWorks Animation,82,80,Rivalry,Animation,3925,12142,165.25,497.78,663.02,150,442.02%,47.66,,,http://boxofficemojo.com/movies/?id=kungfupanda2.htm
Larry Crowne,Universal,34,46,Discovery,Drama,2973,4405,35.61,16.8,52.41,30,174.69%,13.1,,,http://boxofficemojo.com/movies/?id=larrycrowne.htm
Limitless,Virgin,69,73,Wretched Excess,Thriller,2756,6860,79.25,82.6,161.85,27,599.44%,18.91,,,http://boxofficemojo.com/movies/?id=darkfields.htm
Machine Gun Preacher,Lionsgate,29,71,Transformation,Action,,,0.54,0.57,1.1,30,3.68%,0.05,,,http://boxofficemojo.com/movies/?id=machinegunpreacher.htm
Margin Call,Independent,86,73,Sacrifice,Thriller,,,4.94,3.93,8.87,3.5,253.40%,0.56,,,http://boxofficemojo.com/movies/?id=margincall.htm
Mars Needs Moms,Disney,36,43,Rescue,Animation,3117,2218,21.39,17.6,38.99,150,25.99%,6.91,,,http://boxofficemojo.com/movies/?id=marsneedsmoms.htm
Midnight in Paris,Sony,93,84,Love,Romance,944,6177,56.8,91.86,148.66,17,874.47%,5.83,orig. screenplay,,http://boxofficemojo.com/movies/?id=midnightinparis.htm
Mission Impossible 4,Paramount,93,86,Pursuit,Action,3448,8672,208.38,480.4,688.78,145,475.02%,29.55,,,http://boxofficemojo.com/movies/?id=mi4.htm
Moneyball,Columbia,95,89,Underdog,Drama,2993,6516,75.6,32.5,108.1,50,216.20%,19.5,,,http://boxofficemojo.com/movies/?id=moneyball.htm
Monte Carlo,20th Century Fox,38,50,Love,Romance,2473,3014,23.18,16.48,39.66,20,198.32%,7.45,,,http://boxofficemojo.com/movies/?id=montecarlo.htm
Mr. Popper's Penguins,20th Century Fox,47,54,Discovery,Comedy,3339,5524,68.22,119.14,187.36,55,340.65%,18.45,,,http://boxofficemojo.com/movies/?id=mrpopperspenguins.htm
My Week with Marilyn,The Weinstein Company,83,84,Love,Drama,247,7174,5.31,2.95,8.26,10,82.58%,1.75,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/11/muppets-arthur-christmas-hugo-box-office.html
Never Back Down 2: The Beatdown,Sony,?,44,Rivalry,Action,,,,,,3,0.00%,8.6,,,http://www.imdb.com/title/tt1754264/
New Year's Eve,Warner Bros.,8,48,Love,Romance,3505,3714,54.54,87.5,142.04,56,253.64%,13.01,,,http://boxofficemojo.com/movies/?id=newyearseve.htm
No Strings Attached,Spyglass Entertainment,49,57,Comedy,Comedy,3018,6512,70.6,77.1,147.7,25,590.80%,19.7,,,http://boxofficemojo.com/movies/?id=friendswithbenefits.htm
One Day,Independent,37,54,Love,Romance,1719,2955,13.84,41.4,55.24,15,368.27%,5.08,,,http://boxofficemojo.com/movies/?id=oneday.htm
Our Idiot Brother,The Weinstein Company,68,79,Comedy,Comedy,2555,2744,24.82,,24.82,5,496.32%,7.01,,,http://boxofficemojo.com/movies/?id=ouridiotbrother.htm
Paranormal Activity 3,Independent,68,58,Monster Force,Horror,3321,15829,103.66,98.24,201.9,5,4037.94%,52.57,,,http://boxofficemojo.com/movies/?id=paranormalactivity3.htm
Paul,Relativity,72,70,Comedy,Comedy,2802,4655,37.41,60.57,97.98,40,244.96%,13.04,,,http://boxofficemojo.com/movies/?id=paul.htm
"Pirates of the Caribbean:
On Stranger Tides",Disney,34,61,Quest,Action,4155,21697,241.07,802.8,"1,043.87",250,417.55%,90.15,,,http://boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm
Priest,Sony,17,37,Monster Force,Action,2864,5221,29.14,49.17,78.31,60,130.51%,14.95,,,http://boxofficemojo.com/movies/?id=priest07.htm
Puss In Boots,DreamWorks,83,76,Quest,Animation,3952,8623,148.76,373.5,522.26,130,401.74%,34.08,,,http://boxofficemojo.com/movies/?id=pussinboots12.htm
Rango,Paramount,88,69,Fish Out Of Water,Animation,3917,9722,123.26,121.9,245.15,135,181.60%,38.08,,,http://boxofficemojo.com/movies/?id=rango.htm
Real Steel,DreamWorks Pictures,58,81,Underdog,Action,3440,7942,83.61,186.2,269.81,110,245.28%,27.32,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/10/movie-projector-real-steel-ides-of-march.html
Red Riding Hood,Warner Bros,11,41,Monster Force,Horror,3030,4622,37.66,51.5,89.16,42,212.29%,14.01,,,http://boxofficemojo.com/movies/?id=redridinghood.htm
Red State,Independent,57,59,Escape,Horror,,,1.1,?,1.1,4,27.60%,,,,http://www.movieline.com/2011/04/how-kevin-smiths-red-state-earned-back-its-budget-six-months-before-release.php
Rio,20th Century Fox,71,73,Quest,Animation,3826,10252,143.62,341.02,484.63,90,538.48%,39.23,,,http://boxofficemojo.com/movies/?id=rio.htm
Rise of the Planet of the Apes,20th Century Fox,83,87,Revenge,Action,3648,15024,176.7,304.52,481.23,93,517.45%,54.81,,,http://boxofficemojo.com/movies/?id=riseoftheapes.htm
Sanctum,Relativity Media,30,39,Quest,Action,2787,3390,23.2,85.4,108.6,30,362.00%,9.4,,,http://boxofficemojo.com/movies/?id=sanctum.htm
Scream 4,Weinstein Company,58,57,Monster Force,Horror,3305,5656,38.18,58.96,97.14,40,242.84%,18.69,,,http://boxofficemojo.com/movies/?id=scream4.htm
Season Of The Witch,Relativity ,10,32,Monster Force,Action,2816,3769,24.8,66.8,91.6,40,229.00%,10.6,,,http://boxofficemojo.com/movies/?page=main&id=seasonofthewitch.htm
Shame,Independent,80,80,,Drama,10,34952,3.87,10.09,13.96,6.5,214.77%,0.34,,,http://boxofficemojo.com/movies/?id=shame.htm
Shark Night 3D,Relativity,16,25,Escape,Horror,2806,2995,18.88,19.83,38.7,25,154.81%,8.4,,,http://boxofficemojo.com/movies/?id=shark3d.htm
Sherlock Holmes 2,Warner Bros,60,79,Pursuit,Action,3703,10704,186.36,335.6,521.96,125,417.57%,39.63,,,
Something Borrowed,Independent,?,?,Love,Romance,2904,4802,39.05,21.14,60.18,35,171.95%,13.95,,,http://boxofficemojo.com/movies/?id=somethingborrowed.htm
Soul Surfer,Sony,46,79,Underdog,Drama,2214,4789,43.85,0.41,44.27,18,245.93%,10.6,,,http://boxofficemojo.com/movies/?id=soulsurfer.htm
Source Code,Summit Entertainment,92,81,The Riddle,Thriller,2961,5002,54.71,68.57,123.28,32,385.24%,14.81,,,http://boxofficemojo.com/movies/?id=sourcecode.htm
Spy Kids: All The Time in the World,Weinstein Company,22,40,Quest,Action,3295,3534,38.54,35.54,74.08,27,274.37%,11.64,,,http://boxofficemojo.com/movies/?id=spykids4.htm
Sucker Punch,Legendary Pictures,23,48,Quest,Action,3033,6284,36.39,53.4,89.79,82,109.50%,19.06,,,http://boxofficemojo.com/movies/?id=suckerpunch.htm
Super 8 ,Paramount,82,78,Monster Force,Horror,3379,10492,127,132.71,259.71,50,519.43%,35.45,,,http://boxofficemojo.com/movies/?id=super8.htm
Take Me Home Tonight,Relativity,28,46,Discovery,Comedy,2003,1730,6.93,,6.93,25,27.71%,3.46,,,http://goforamovie.com/tag/take-me-home-tonight-budget/
Take Shelter,Independent,92,85,Sacrifice,Drama,,,1.57,?,1.57,5,31.46%,0.05,,,http://boxofficemojo.com/movies/?id=takeshelter.htm
The Adjustment Bureau,Independent,72,67,Sacrifice,Thriller,2840,7450,62.5,65.37,127.87,50.2,254.72%,21.16,,,http://boxofficemojo.com/movies/?id=adjustmentbureau.htm
The Adventures of Tintin,Paramount,74,78,Quest,Adventure,3087,3149,77.24,296.4,373.64,130,287.42%,9.72,,,http://boxofficemojo.com/movies/?id=tintin.htm
The Artist,Weinstein Company,97,91,,Drama,662,3583,40.45,65.29,105.74,16,660.88%,2.37,"Picture, Actor, Director",,http://boxofficemojo.com/movies/?id=artist.htm
The Beaver,Summit Entertainment,62,57,Transformation,Drama,22,4890,0.97,5.4,6.37,21,30.33%,0.11,,,http://boxofficemojo.com/movies/?id=beaver.htm
The Big Year,Independent,38,62,Transformation,Comedy,2150,1513,7.17,0.24,7.41,41,18.07%,3.25,,,http://boxofficemojo.com/movies/?id=bigyear.htm
The Change Up,Relativity Media,24,53,Metamorphosis,Comedy,2913,4645,37.08,33.75,70.83,52,136.22%,13.53,,,http://boxofficemojo.com/movies/?id=changeup.htm
The Company Men,Weinstein Company,66,55,Discovery,Drama,106,6111,4.4,0.4,4.8,15,32.00%,0.64,,,http://boxofficemojo.com/movies/?id=companymen.htm
The Conspirator,Independent,56,65,Underdog,Drama,707,4960,11.54,2.67,14.21,25,56.84%,3.51,,,http://boxofficemojo.com/movies/?id=conspirator.htm
The Debt,Universal,76,70,Pursuit,Thriller,1826,5427,31.18,14.25,45.43,20,227.15%,9.91,,,http://boxofficemojo.com/movies/?id=debt.htm
The Descendants,20th Century Fox,89,88,Discovery,Drama,876,5000,81.45,86.2,167.65,20,838.25%,4.38,,,http://www.timryansreelhawaii.com/?p=2387
The Dilemma,Spyglass Entertainment,23,31,Comedy,Comedy,2940,6060,48.5,21.2,69.7,70,99.57%,17.8,,,http://boxofficemojo.com/movies/?id=howardvaughnjames.htm
The Eagle,Universal,39,43,Quest,Action,2296,3782,19.49,7.63,27.12,25,108.48%,8.68,,,http://boxofficemojo.com/movies/?id=eagleoftheninth.htm
The Girl With The Dragon Tattoo,Sony,87,89,,Thriller,2914,4382,102.06,127.13,229.19,90,254.66%,12.76,,,http://boxofficemojo.com/movies/?id=girldragontattoo11.htm
The Green Hornet,Columbia,44,47,Rivalry,Action,3584,9335,98.8,129,227.8,120,189.83%,33.5,,,http://boxofficemojo.com/movies/?id=greenhornet.htm
The Hangover Part II,Legendary Pictures,35,58,Comedy,Comedy,3615,23775,254.46,327,581.46,80,726.83%,85.95,,,http://boxofficemojo.com/movies/?id=hangover2.htm
The Help,DreamWorks Pictures,75,91,Maturation,Drama,2534,10278,169.22,37.02,206.24,25,824.98%,26.04,supporting actress,,http://boxofficemojo.com/movies/?id=help2011.htm
The Ides of March,Columbia,85,76,Transformation,Thriller,2199,4761,40.49,13.7,54.19,12.5,433.55%,10.47,,,http://latimesblogs.latimes.com/entertainmentnewsbuzz/2011/10/movie-projector-real-steel-ides-of-march.html
The Iron Lady,Weinstein Company,53,54,,Drama,802,6749,27.94,53.47,81.41,13,626.23%,5.41,,,http://boxofficemojo.com/movies/?id=ironlady.htm
The Lincoln Lawyer,Lionsgate,84,82,Fish Out Of Water,Drama,2707,4879,58.01,17,75.01,40,187.52%,13.21,,,http://boxofficemojo.com/movies/?id=lincolnlawyer.htm
The Mechanic,Independent,53,52,Revenge,Action,2703,4226,29.2,22,51.2,40,128.00%,11.4,,,http://boxofficemojo.com/movies/?id=mechanic.htm
The Muppets,Disney,97,87,Quest,Comedy,3440,8500,88.54,69.8,158.34,45,351.87%,29.24,,,http://boxofficemojo.com/movies/?id=themuppets.htm
The Rite,Warner Bros,20,43,Monster Force,Horror,2985,4955,33,63,96,37,259.46%,14.8,,,http://boxofficemojo.com/movies/?id=rite.htm 
The Roommate,Independent,4,29,Monster Force,Horror,2534,5921,37.3,3.19,40.49,16,253.08%,15,,,http://boxofficemojo.com/movies/?id=roommate10.htm
The Rum Diary,Independent,50,48,Discovery,Drama,2273,2259,13.07,8.48,21.55,45,47.89%,5.14,,,http://boxofficemojo.com/movies/?id=rumdiary.htm
The Sitter,Fox,22,43,,Comedy,2750,2582,30.44,4.14,34.58,25,138.32%,9.85,,,http://boxofficemojo.com/movies/?id=sitter.htm
The Smurfs,Sony Pictures Animation,23,50,Fish Out Of Water,Animation,3395,10489,142.61,419.54,562.16,110,511.05%,35.61,,,http://boxofficemojo.com/movies/?id=smurfs.htm
The Son Of No One,Independent,18,61,Discovery,Thriller,10,1802,0.03,?,0.03,15,0.20%,0.02,,,http://en.wikipedia.org/wiki/The_Son_of_No_One
The Thing,Universal,36,52,Monster Force,Horror,2996,2835,16.93,10.5,27.43,38,72.18%,8.49,,,http://boxofficemojo.com/movies/?id=thing11.htm
The Three Musketeers,Independent,24,48,Rivalry,Action,3017,2875,20.25,111.9,132.15,75,176.20%,8.67,,,http://boxofficemojo.com/movies/?id=threemusketeers11.htm
The Tree Of Life,Independent,84,61,Discovery,Drama,4,93230,13.3,41,54.3,32,169.70%,0.37,,,http://boxofficemojo.com/movies/?id=treeoflife.htm
Thor,Disney,77,80,Monster Force,Action,3955,16618,181.03,267.48,448.51,150,299.01%,65.72,,,http://boxofficemojo.com/movies/?id=thor.htm
Tinker Tailor Soldier Spy,Focus,83,68,,Thriller,809,6772,23.91,53.84,77.75,21,370.24%,5.47,,,http://boxofficemojo.com/movies/?id=tinkertailorsoldierspy.htm
Tower Heist,Relativity,68,61,Revenge,Comedy,3367,7135,78.04,86.5,164.54,75,219.39%,24.03,,,http://boxofficemojo.com/movies/?id=towerheist.htm
Transformers: Dark of the Moon,DreamWorks Pictures,35,67,Quest,Action,4088,23937,352.39,770.81,"1,123.20",195,576.00%,97.85,,,http://boxofficemojo.com/movies/?id=transformers3.htm
Trespass,Independent,11,24,Escape,Thriller,,,0.02,3.1,3.12,35,8.93%,0.02,,,http://en.wikipedia.org/wiki/Trespass_%282011_film%29
Twilight: Breaking Dawn,Independent,26,68,Love,Romance,4061,34012,281.17,421,702.17,110,638.34%,138.12,,,http://boxofficemojo.com/movies/?id=breakingdawn.htm
Unknown,Independent,55,57,The Riddle,Thriller,3043,7183,63.69,67.1,130.79,30,435.95%,21.86,,,http://boxofficemojo.com/movies/?id=unknownwhitemale11.htm
Vanishing on 7th Street,Independent,52,62,Monster Force,Horror,,,0.02,1.05,1.07,10,10.67%,0,,,http://en.wikipedia.org/wiki/Vanishing_on_7th_Street
Waiting For Forever,Independent,6,53,Love,Romance,3,2972,0.03,,0.03,5,0.50%,0.01,,,http://boxofficemojo.com/movies/?id=waitingforforever.htm
War Horse,Disney,77,73,,Drama,2376,6114,79.04,88.5,167.54,66,253.85%,14.52,,,http://boxofficemojo.com/movies/?id=warhorse.htm
Warrior,Lionsgate,83,93,Rivalry,Action,1869,2805,13.66,9.4,23.06,25,92.23%,5.24,,,http://boxofficemojo.com/movies/?id=warrior10.htm
Water For Elephants,20th Century Fox,60,72,Love,Drama,2817,5979,58.71,58.39,117.09,38,308.14%,16.84,,,http://boxofficemojo.com/movies/?id=waterforelephants.htm
We Bought a Zoo,Fox,63,79,,Comedy,3117,3003,74.48,26.7,101.18,50,202.36%,9.36,,,http://boxofficemojo.com/movies/?id=weboughtazoo.htm
What's Your Number,20th Century Fox,24,50,Transformation,Comedy,3002,1806,14.01,16.42,30.43,20,152.13%,5.42,,,http://boxofficemojo.com/movies/?id=whatsyournumber.htm
Winnie The Pooh,Disney,91,79,Quest,Animation,2405,3267,26.69,6.46,33.15,30,110.51%,7.86,,,http://boxofficemojo.com/movies/?id=winniethepooh.htm
X-Men: First Class,Disney,87,88,Monster Force,Action,3641,15134,146.41,207.22,353.62,160,221.01%,55.1,,,http://boxofficemojo.com/movies/?id=xmenfirstclass.htm
Your Highness,Universal,26,36,Comedy,Comedy,2769,3380,21.6,3.26,24.86,49.9,49.81%,9.36,,,http://boxofficemojo.com/movies/?id=yourhighness.htm
Zookeeper,Happy Madison Productions,14,42,Comedy,Comedy,3482,5763,80.36,89.94,170.3,80,212.88%,20.07,,,http://boxofficemojo.com/movies/?id=zookeeper.htm
